Song,entity_text,entity_label,Year,Lyrics
How Do U Want It / California Love,California,GPE,1996.0,California love California knows how to party California knows how to party In the
How Do U Want It / California Love,California,GPE,1996.0,California love California knows how to party California knows how to party In the
How Do U Want It / California Love,Dre,ORG,1996.0,the same way Dre putting it down for Californ i a California love California knows how to party California knows how to party In the
How Do U Want It / California Love,Californ,PERSON,1996.0,the same way Dre putting it down for Californ i a California love California knows how to party California knows how to party In the
How Do U Want It / California Love,California,GPE,1996.0,the same way Dre putting it down for Californ i a California love California knows how to party California knows how to party In the
How Do U Want It / California Love,California,GPE,1996.0,the same way Dre putting it down for Californ i a California love California knows how to party California knows how to party In the
How Do U Want It / California Love,California,GPE,1996.0,the same way Dre putting it down for Californ i a California love California knows how to party California knows how to party In the
How Do U Want It / California Love,Cali,GPE,1996.0,back down Cali is where they put their mack down Give me love! California knows how to party California knows how to party In the
How Do U Want It / California Love,California,GPE,1996.0,back down Cali is where they put their mack down Give me love! California knows how to party California knows how to party In the
How Do U Want It / California Love,California,GPE,1996.0,back down Cali is where they put their mack down Give me love! California knows how to party California knows how to party In the
Change The World,Til,PERSON,1996.0,you as my queen I'd have it no other way And our love would rule In this kingdom we have made 'Til then I'd be
Hey Lover,Harlem,LOC,1996.0,"all a real man can need And ever ask for This is love, girl This is more than a crush It was Harlem at the"
Hey Lover,five,CARDINAL,1996.0,soft I gotta take from your man that's my mission If his love is real he got ta handle competition You only knew him five
Hey Lover,one day,DATE,1996.0,"wonder one day could it be, simple dreams turnin' into reality Our love would come down so naturally We would walk down the aisle of"
Hey Lover,Swimmin,PERSON,1996.0,"you yearned for more We experienced pleasure unparallel Into an ocean of love, we both fell Swimmin' in the timeless, currents of pure bliss Fantasies"
Hey Lover,feelin,GPE,1996.0,won't come true We never even spoke and your man swear he love you So I'm a keep all these feelin's inside Keep my dreams
Insensitive,one,CARDINAL,1996.0,How do you teach your heart it's a crime to fall in love again? you probably won't remember me It's probably ancient history I'm one
Who Will Save Your Soul,Devil,ORG,1996.0,"bargain with the Devil but you're okay for today, say That you love them, take their money and run Say it's been swell, sweetheart, but"
Who Will Save Your Soul,today,DATE,1996.0,"bargain with the Devil but you're okay for today, say That you love them, take their money and run Say it's been swell, sweetheart, but"
Only You,Thinkin,PERSON,1996.0,"do we go? What do I do? I can't live without your love Thinkin' of you, makes me feel Like I am the only one"
Only You,Thinkin,PERSON,1996.0,"I go? What do I do? 'Cause I can't live without your love Thinkin' of you, makes me feel Like I am the only one"
Only You,Thinkin,PERSON,1996.0,"we go What must I do If I can't live without your love Thinkin' of you, makes me feel, baby Like I am the only"
You're The One,Anything,GPE,1996.0,What your girl don't know won't hurt her Anything to make this love go further You're the one When in need When in love Cause
You're The One,Cause,GPE,1996.0,What your girl don't know won't hurt her Anything to make this love go further You're the one When in need When in love Cause
You're The One,Anything,GPE,1996.0,What your girl don't know won't hurt her Anything to make this love go further You're the one When in need When in love Cause
You're The One,Cause,GPE,1996.0,What your girl don't know won't hurt her Anything to make this love go further You're the one When in need When in love Cause
You're The One,Cause,GPE,1996.0,When in love you need You're the one for me When in love you need You're the one When in need When in love Cause
You're The One,one,CARDINAL,1996.0,in love you need You're the one When in need When in love Cause you're the one
Anything,the day,DATE,1996.0,"But I'm so confused, I don't know where to start Visions of love forever in my mind I wait for the day when I can"
Anything,Baby,PERSON,1996.0,"I would do anything for you Yes, I would I'll give you love The things you want Baby, there's nothing in this world I wouldn't"
Anything,Open,PRODUCT,1996.0,for you So what can I do to prove I need your love What will it take because I won't give up Open your heart
Anything,Baby,PERSON,1996.0,"I would do anything for you Yes, I would I'll give you love The things you want Baby, there's nothing in this world I wouldn't"
Diggin' On You,Diggin,PERSON,1996.0,"It's on like that, it's on like that I gotta be in love or somethin' like that Diggin' the scene, diggin' on you, diggin' on"
Diggin' On You,Diggin,PERSON,1996.0,"It's on like that, it's on like that I gotta be in love or somethin' like that Diggin' the scene, diggin' on you, diggin' on"
Diggin' On You,Diggin,PERSON,1996.0,"It's on like that, it's on like that I gotta be in love or somethin' like that Diggin' the scene, diggin' on you, diggin' on"
Why I Love You So Much / Ain't Nobody,Vince,PERSON,1996.0,"would God take you from this planet and leave me behind You love me? Vince, Monica, Stacey and my damn brother It bothers me knowing"
Why I Love You So Much / Ain't Nobody,Monica,PERSON,1996.0,"would God take you from this planet and leave me behind You love me? Vince, Monica, Stacey and my damn brother It bothers me knowing"
Why I Love You So Much / Ain't Nobody,Stacey,PERSON,1996.0,"would God take you from this planet and leave me behind You love me? Vince, Monica, Stacey and my damn brother It bothers me knowing"
Kissin' You,2x,CARDINAL,1996.0,ask me how I feel about you They ask me if I love you Am I crazy for you 2x You're my pride and joy
Kissin' You,Kissing,PERSON,1996.0,ask me how I feel about you They ask me if I love you Am I crazy for you Kissing you is so good I
Kissin' You,Kissing,PERSON,1996.0,"is ooh....ooh Kissing you so good Got to have it, have your love that's all I'm thinking of Got to have it, have your love"
You'll See,another day,DATE,1996.0,You think that I can't live without your love You'll see You think I can't go on another day You think
Last Night,Last night,TIME,1996.0,beautiful Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Last night,TIME,1996.0,beautiful Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Last night,TIME,1996.0,"the mountains and the rivers I saw heaven when I made sweet love to you Last night, there was no planning it It was so"
Last Night,Deep,LANGUAGE,1996.0,"talked of memories, our favorite fantasies As we explored our visions of love Deep in the night, right by the fireside You felt my candlelight,"
Last Night,Last night,TIME,1996.0,beautiful Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Last night,TIME,1996.0,beautiful Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Sunlight,PERSON,1996.0,"the mountains and the rivers I saw heaven when I made sweet love to you Sunlight, red red roses The scent of you, it calms"
Last Night,Moonlight,ORG,1996.0,"you, I fall apart Moonlight, the things we notice When we're in love, that's when it comes And I'm so, I'm so in love Last"
Last Night,Last night,TIME,1996.0,"in love, that's when it comes And I'm so, I'm so in love Last night I was inside of you Last night While making love"
Last Night,Last night,TIME,1996.0,"in love, that's when it comes And I'm so, I'm so in love Last night I was inside of you Last night While making love"
Last Night,Last night,TIME,1996.0,love Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Last night,TIME,1996.0,love Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Last night,TIME,1996.0,the mountains and the rivers I saw heaven when I made sweet love to you Last night I was inside of you Last night While
Last Night,Last night,TIME,1996.0,the mountains and the rivers I saw heaven when I made sweet love to you Last night I was inside of you Last night While
Last Night,Last night,TIME,1996.0,you Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Last night,TIME,1996.0,you Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Last night,TIME,1996.0,the mountains and the rivers I saw heaven when I made sweet love to you Last night I was inside of you Last night While
Last Night,Last night,TIME,1996.0,the mountains and the rivers I saw heaven when I made sweet love to you Last night I was inside of you Last night While
Last Night,Last night,TIME,1996.0,you Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
Last Night,Last night,TIME,1996.0,you Last night I was inside of you Last night While making love to you I saw the sun the moon the mountains and the
"The Earth, The Sun, The Rain",Tears,GPE,1996.0,I will love you for the dreams that we share I will love you for the falling rain Facing the wind Tears from my eyes
"The Earth, The Sun, The Rain",CHORUS x3,PERSON,1996.0,your eyes I see the beauty that God has created And I love you girl Now and forever CHORUS x3
All The Things (Your Man Won't Do),all night,TIME,1996.0,"love You say you need someone to be there for you To love you all night long Hah, it's kinda funny but I don't think"
All The Things (Your Man Won't Do),Girl,PERSON,1996.0,"worth more than gold Girl, to me you're like a diamond I love the way you shine A hundred million dollar treasure I'd give the"
All The Things (Your Man Won't Do),A hundred million dollar,MONEY,1996.0,"worth more than gold Girl, to me you're like a diamond I love the way you shine A hundred million dollar treasure I'd give the"
All The Things (Your Man Won't Do),Baby,PERSON,1996.0,"I'll go down Nothing can be sweeter than the sound of making love Baby, when I start, I just can't stop I love you from"
All The Things (Your Man Won't Do),Baby,PERSON,1996.0,"of making love Baby, when I start, I just can't stop I love you from the bottom to the top Nothing is forbidden when we"
All The Things (Your Man Won't Do),Nothing,WORK_OF_ART,1996.0,"of making love Baby, when I start, I just can't stop I love you from the bottom to the top Nothing is forbidden when we"
All The Things (Your Man Won't Do),Baby,PERSON,1996.0,"I'll go down Nothing can be sweeter than the sound of making love Baby, when I start I just can't stop I love you from"
All The Things (Your Man Won't Do),Baby,PERSON,1996.0,"of making love Baby, when I start I just can't stop I love you from the bottom to the top Nothing is forbidden when we"
All The Things (Your Man Won't Do),Nothing,WORK_OF_ART,1996.0,"of making love Baby, when I start I just can't stop I love you from the bottom to the top Nothing is forbidden when we"
Tell Me,Love,WORK_OF_ART,1996.0,I've been doing my own thing Love has always had a way of having bad timing But to my
Doin It,first,ORDINAL,1996.0,"first time together and I'm feeling kinda horny Conventional methods of makin' love kinda bore me I wanna knock your block off, get my rocks"
Doin It,Schemin',ORG,1996.0,Schemin' on the ass since the first day Don't stop Damn I love it when you talk like that Make it bounce sugar Long as
Doin It,the first day,DATE,1996.0,Schemin' on the ass since the first day Don't stop Damn I love it when you talk like that Make it bounce sugar Long as
Fastlove,Right,PERSON,1996.0,I ain't Mr. Right But if you're looking for fastlove If that's love in your eyes It's more than enough Had some bad love So
Fastlove,Right,PERSON,1996.0,Mr. Right But if you re looking for fastlove If that s love in your eyes It s more than enough Had some bad love
Touch Me Tease Me,the night,TIME,1996.0,and don't let go Baby I'm about to explode 'Cause all my love you can control I'll spend the night with you If you promise
Touch Me Tease Me,tonight,TIME,1996.0,tonight you taste like ice cream I wanna make you fall in love Make you touch the stars above Please me low and be my
Un-Break My Heart,Un,ORG,1996.0,when I held you beside me Un break my heart Say you'll love me again Undo this hurt you caused When you walked out the
Un-Break My Heart,Un,ORG,1996.0,cruel without you here beside me Un break my heart Say you'll love me again Undo this hurt you caused When you walked out the
Un-Break My Heart,Un,ORG,1996.0,when I held you beside me Un break my heart Say you'll love me again Undo this hurt you caused When you walked out the
Un-Break My Heart,Un,ORG,1996.0,"break my Un break my heart baby Come back and say you love me Un break my heart, sweet darlin' Without you I just can't"
Un-Break My Heart,Un,ORG,1996.0,"break my Un break my heart baby Come back and say you love me Un break my heart, sweet darlin' Without you I just can't"
Un-Break My Heart,sweet darlin',PERSON,1996.0,"sweet darlin' Without you I just can't go on Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,Say,GPE,1996.0,"sweet darlin' Without you I just can't go on Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1996.0,"sweet darlin' Without you I just can't go on Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,Say,GPE,1996.0,"just can't go on Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1996.0,"just can't go on Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1996.0,"that you love me, say that you love me Tell me you love me, un break my heart Say that you love me, say that"
Un-Break My Heart,un,ORG,1996.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1996.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1996.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1996.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1996.0,"that you love me, say that you love me Tell me you love me, un break my heart Say that you love me, say that"
Un-Break My Heart,un,ORG,1996.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1996.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1996.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1996.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1996.0,"that you love me, say that you love me Tell me you love me, un break my heart Say that you love me, say that"
Un-Break My Heart,un,ORG,1996.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1996.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1996.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart"
Un-Break My Heart,un,ORG,1996.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart"
Un-Break My Heart,un,ORG,1996.0,"that you love me, say that you love me Tell me you love me, un break my heart"
This Is Your Night,Creating,PERSON,1996.0,"my heart, you're the key to my life A vision of our love that made me survive Creating the mood that we're in is surreal"
You Remind Me Of Something,Baby,PRODUCT,1996.0,"my bank account I wanna spend it, baby It's something about your love that's got me going crazy Baby, you know I want you real"
Runaway,one,CARDINAL,1996.0,and dreamed The one thing missing was you Runaway with me my love Runaway with me my love I woke up with an Australian breeze
Runaway,Runaway,PERSON,1996.0,and dreamed The one thing missing was you Runaway with me my love Runaway with me my love I woke up with an Australian breeze
Runaway,Runaway,PERSON,1996.0,and dreamed The one thing missing was you Runaway with me my love Runaway with me my love I woke up with an Australian breeze
Runaway,Australian,NORP,1996.0,and dreamed The one thing missing was you Runaway with me my love Runaway with me my love I woke up with an Australian breeze
Runaway,Runaway,PERSON,1996.0,missing was you Runaway with me my love Runaway with me my love I woke up with an Australian breeze And danced the dance with
Runaway,Runaway,PERSON,1996.0,missing was you Runaway with me my love Runaway with me my love I woke up with an Australian breeze And danced the dance with
Runaway,Australian,NORP,1996.0,missing was you Runaway with me my love Runaway with me my love I woke up with an Australian breeze And danced the dance with
Runaway,one,CARDINAL,1996.0,"I dreamed, one thing was missing that's you Runaway with me my love Runaway with me my love We'll sail the waters of many colors"
Runaway,Runaway,PERSON,1996.0,"I dreamed, one thing was missing that's you Runaway with me my love Runaway with me my love We'll sail the waters of many colors"
Runaway,Runaway,PERSON,1996.0,"I dreamed, one thing was missing that's you Runaway with me my love Runaway with me my love We'll sail the waters of many colors"
Runaway,Runaway,PERSON,1996.0,"missing that's you Runaway with me my love Runaway with me my love We'll sail the waters of many colors Won't need no compass, love"
Runaway,Runaway,PERSON,1996.0,"missing that's you Runaway with me my love Runaway with me my love We'll sail the waters of many colors Won't need no compass, love"
Runaway,Runaway,PERSON,1996.0,"so please Make all my wishes come true Runaway with me my love And I just know we'll have a good time, And I just"
My Boo,Freak,PERSON,1996.0,"can't be lame, boy But if you can please me Then my love will come easy I'll do anything you want Freak me, boy I'm"
Po Pimp,Twista,NORP,1996.0,"coasting, have her sick Thinking me and Do or Die dig drinking love potion The word no was never said Twista be giving women dick"
Soon As I Get Home,Promise,PERSON,1996.0,"Baby, if you give me just another chance I can show you love Promise I'll be true to you Don't ever have to worry 'Cause"
Un-Break My Heart,Un,ORG,1997.0,when I held you beside me Un break my heart Say you'll love me again Undo this hurt you caused When you walked out the
Un-Break My Heart,Un,ORG,1997.0,cruel without you here beside me Un break my heart Say you'll love me again Undo this hurt you caused When you walked out the
Un-Break My Heart,Un,ORG,1997.0,when I held you beside me Un break my heart Say you'll love me again Undo this hurt you caused When you walked out the
Un-Break My Heart,Un,ORG,1997.0,"break my Un break my heart baby Come back and say you love me Un break my heart, sweet darlin' Without you I just can't"
Un-Break My Heart,Un,ORG,1997.0,"break my Un break my heart baby Come back and say you love me Un break my heart, sweet darlin' Without you I just can't"
Un-Break My Heart,sweet darlin',PERSON,1997.0,"sweet darlin' Without you I just can't go on Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,Say,GPE,1997.0,"sweet darlin' Without you I just can't go on Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1997.0,"sweet darlin' Without you I just can't go on Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,Say,GPE,1997.0,"just can't go on Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1997.0,"just can't go on Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1997.0,"that you love me, say that you love me Tell me you love me, un break my heart Say that you love me, say that"
Un-Break My Heart,un,ORG,1997.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1997.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1997.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1997.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1997.0,"that you love me, say that you love me Tell me you love me, un break my heart Say that you love me, say that"
Un-Break My Heart,un,ORG,1997.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1997.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1997.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1997.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart Say that"
Un-Break My Heart,un,ORG,1997.0,"that you love me, say that you love me Tell me you love me, un break my heart Say that you love me, say that"
Un-Break My Heart,un,ORG,1997.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1997.0,"Tell me you love me, un break my heart Say that you love me, say that you love me Tell me you love me, un"
Un-Break My Heart,un,ORG,1997.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart"
Un-Break My Heart,un,ORG,1997.0,"un break my heart Say that you love me, say that you love me Tell me you love me, un break my heart"
Un-Break My Heart,un,ORG,1997.0,"that you love me, say that you love me Tell me you love me, un break my heart"
Quit Playing Games (With My Heart),Quit,ORG,1997.0,"Quit playin' games with my heart Quit playing games Baby, baby the love that we had was so strong Don't leave me hanging here forever"
Quit Playing Games (With My Heart),Baby,PRODUCT,1997.0,"Quit playin' games with my heart Quit playing games Baby, baby the love that we had was so strong Don't leave me hanging here forever"
You Make Me Wanna...,Knowing,GPE,1997.0,"hooked us up Knowing it should've been you What's sad is I love her, but I'm falling for you What should I do? Should I,"
Mo Money Mo Problems,million,CARDINAL,1997.0,"see my name on a blimp Guarantee a million sales, call it love or luck You don't believe in Harlem World, nigga, double up We"
Mo Money Mo Problems,Harlem World,FAC,1997.0,"see my name on a blimp Guarantee a million sales, call it love or luck You don't believe in Harlem World, nigga, double up We"
The Freshmen,first,ORDINAL,1997.0,"was touching her face I won't be held responsible She fell in love in the first place For the life of me, I cannot remember"
The Freshmen,first,ORDINAL,1997.0,"was touching her face I won't be held responsible She fell in love in the first place For the life of me, I cannot remember"
The Freshmen,first,ORDINAL,1997.0,"touching her face And I won't be held responsible She fell in love in the first place For the life of me, I cannot remember"
I Belong To You (Every Time I See Your Face),Girl,PERSON,1997.0,"like I do Only wanna be with you Girl you are the love of my life, babe And I'd give it to you baby You"
I Belong To You (Every Time I See Your Face),Girl,PERSON,1997.0,"belong to you and you belong to me, Girl you are the love of my life, baby All those cloudy days They fade away when"
In My Bed,Somebody's,ORG,1997.0,"to tell me things are still the same, 'Cause when we made love, I heard you call out his name Call out his name Somebody's"
In My Bed,Messin,PERSON,1997.0,"Messin' with my head Somebody's takin' my place Now if you truly love me Then this would not be happenin' Sleepin' in my bed, messin'"
In My Bed,Somebody,PERSON,1997.0,"Messin' with my head Somebody's takin' my place Now if you truly love me Then this would not be happenin' Sleepin' in my bed, messin'"
In My Bed,Sleepin,PERSON,1997.0,"Messin' with my head Somebody's takin' my place Now if you truly love me Then this would not be happenin' Sleepin' in my bed, messin'"
4 Seasons Of Loneliness,Reminiscing,PERSON,1997.0,"It always falls apart 'cause they just can't compare to you Your love won't release me, I'm bound under ball and chain Reminiscing our love"
4 Seasons Of Loneliness,Reminiscing,PERSON,1997.0,"love won't release me, I'm bound under ball and chain Reminiscing our love as I watch four seasons change In comes the winter breeze That"
4 Seasons Of Loneliness,four seasons,DATE,1997.0,"love won't release me, I'm bound under ball and chain Reminiscing our love as I watch four seasons change In comes the winter breeze That"
4 Seasons Of Loneliness,Reminiscing,PERSON,1997.0,Until you release me I'm bound under ball and chain Reminiscing our love as I watch four seasons change In comes the winter breeze That
4 Seasons Of Loneliness,four seasons,DATE,1997.0,Until you release me I'm bound under ball and chain Reminiscing our love as I watch four seasons change In comes the winter breeze That
4 Seasons Of Loneliness,four,CARDINAL,1997.0,crushed my heart Please let me love again 'Cause I need your love to comfort me and ease my pain Or four seasons will bring
Honey,One,CARDINAL,1997.0,"And I'm dyin' for cryin' for I adore One hit of your love addicted me Now I'm strung out on you, darlin', don't you see?"
Honey,One,CARDINAL,1997.0,"And I'm dyin' for cryin' for I adore One hit of your love addicted me Now I'm strung out on you, darlin', don't you see?"
Honey,One,CARDINAL,1997.0,"And I'm dyin' for cryin' for I adore One hit of your love addicted me Now I'm strung out on you, darlin', don't you see?"
Honey,One,CARDINAL,1997.0,"And I'm dyin' for cryin' for I adore One hit of your love addicted me Now I'm strung out on you, darling, don't you see?"
Honey,One,CARDINAL,1997.0,"And I'm dyin' for cryin' for I adore One hit of your love addicted me Now I'm strung out on you, darling, don't you see?"
Da' Dip,Love,WORK_OF_ART,1997.0,"clean, so I'm not gonna curse Droppin' bass like a bad habit Love all women, cause I gotta have it Comin' at y'all in stereo"
Da' Dip,Comin,PERSON,1997.0,"clean, so I'm not gonna curse Droppin' bass like a bad habit Love all women, cause I gotta have it Comin' at y'all in stereo"
2 Become 1,tonight,TIME,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,two,CARDINAL,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,Wanna,PERSON,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,two,CARDINAL,1997.0,"when two become one I need some love like I never needed love before Wanna make love to baby I had a little love, now"
2 Become 1,Wanna,PERSON,1997.0,"when two become one I need some love like I never needed love before Wanna make love to baby I had a little love, now"
2 Become 1,Wanna,PERSON,1997.0,"I need some love like I never needed love before Wanna make love to baby I had a little love, now I'm back for more"
2 Become 1,Wanna,PERSON,1997.0,"needed love before Wanna make love to baby I had a little love, now I'm back for more Wanna make love to baby Set your"
2 Become 1,Wanna,PERSON,1997.0,"needed love before Wanna make love to baby I had a little love, now I'm back for more Wanna make love to baby Set your"
2 Become 1,Wanna,PERSON,1997.0,"I had a little love, now I'm back for more Wanna make love to baby Set your spirit free, it's the only way to be"
2 Become 1,tonight,TIME,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,two,CARDINAL,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,Wanna,PERSON,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,two,CARDINAL,1997.0,"when two become one I need some love like I never needed love before Wanna make love to baby I had a little love, now"
2 Become 1,Wanna,PERSON,1997.0,"when two become one I need some love like I never needed love before Wanna make love to baby I had a little love, now"
2 Become 1,Wanna,PERSON,1997.0,"I need some love like I never needed love before Wanna make love to baby I had a little love, now I'm back for more"
2 Become 1,Wanna,PERSON,1997.0,"needed love before Wanna make love to baby I had a little love, now I'm back for more Wanna make love to baby Set your"
2 Become 1,Wanna,PERSON,1997.0,"needed love before Wanna make love to baby I had a little love, now I'm back for more Wanna make love to baby Set your"
2 Become 1,Wanna,PERSON,1997.0,"I had a little love, now I'm back for more Wanna make love to baby Set your spirit free, it's the only way to be"
2 Become 1,tonight,TIME,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,two,CARDINAL,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,Wanna,PERSON,1997.0,"'Cause tonight is the night, when two become one I need some love like I never needed love before Wanna make love to baby I"
2 Become 1,two,CARDINAL,1997.0,"when two become one I need some love like I never needed love before Wanna make love to baby I had a little love, now"
2 Become 1,Wanna,PERSON,1997.0,"when two become one I need some love like I never needed love before Wanna make love to baby I had a little love, now"
2 Become 1,Wanna,PERSON,1997.0,"I need some love like I never needed love before Wanna make love to baby I had a little love, now I'm back for more"
2 Become 1,Wanna,PERSON,1997.0,"needed love before Wanna make love to baby I had a little love, now I'm back for more Wanna make love to baby I need"
2 Become 1,Wanna,PERSON,1997.0,"needed love before Wanna make love to baby I had a little love, now I'm back for more Wanna make love to baby I need"
2 Become 1,Wanna,PERSON,1997.0,"I had a little love, now I'm back for more Wanna make love to baby I need some love like I never needed love before"
2 Become 1,Wanna,PERSON,1997.0,I'm back for more Wanna make love to baby I need some love like I never needed love before Wanna make love to baby I
2 Become 1,Wanna,PERSON,1997.0,I'm back for more Wanna make love to baby I need some love like I never needed love before Wanna make love to baby I
2 Become 1,Wanna,PERSON,1997.0,"make love to baby I need some love like I never needed love before Wanna make love to baby I had a little love, now"
2 Become 1,Wanna,PERSON,1997.0,"I need some love like I never needed love before Wanna make love to baby I had a little love, now I'm back for more"
2 Become 1,Wanna,PERSON,1997.0,"needed love before Wanna make love to baby I had a little love, now I'm back for more Wanna make love to baby Set your"
2 Become 1,Wanna,PERSON,1997.0,"needed love before Wanna make love to baby I had a little love, now I'm back for more Wanna make love to baby Set your"
2 Become 1,Wanna,PERSON,1997.0,"I had a little love, now I'm back for more Wanna make love to baby Set your spirit free, it's the only way to be"
Cupid,Girl,PERSON,1997.0,"Everybody put your hands together Girl, I love you so 112, listen Girl, if I told you I love you"
Cupid,112,CARDINAL,1997.0,"Everybody put your hands together Girl, I love you so 112, listen Girl, if I told you I love you"
Cupid,Girl,PERSON,1997.0,"Everybody put your hands together Girl, I love you so 112, listen Girl, if I told you I love you"
Cupid,112,CARDINAL,1997.0,"I love you so 112, listen Girl, if I told you I love you That doesn't mean it that I don't care, And when I"
Cupid,Girl,PERSON,1997.0,"I love you so 112, listen Girl, if I told you I love you That doesn't mean it that I don't care, And when I"
Cupid,Baby,PERSON,1997.0,"I'm gonna never do anything to hurt you or mislead you I love you Baby, I'm so tired of the way you turn My words"
Ooh Aah... Just A Little Bit,Every night,TIME,1997.0,"You're my love, you're my sweetest thing Don't shy away, don't shy away Every night"
Ooh Aah... Just A Little Bit,the days,DATE,1997.0,Every night makes me hate the days Can't get enough of your love Am I wrong? Am I so unkind Show me the way Don't
Ooh Aah... Just A Little Bit,Baby,PERSON,1997.0,"Take it slow, don't let it go How can I prove my love to you Baby please, you're all I need Like a child but"
I'm Still In Love With You,Time,ORG,1997.0,"and you And I'll always keep you happy 'Cause I'm still in love with you Time passes so fast, babe I wish it would last,"
I'm Still In Love With You,feelin,GPE,1997.0,"feelin' just won't let me go, baby 'Cause you're the first true love I've ever known So what would I do without your love? Baby,"
I'm Still In Love With You,first,ORDINAL,1997.0,"feelin' just won't let me go, baby 'Cause you're the first true love I've ever known So what would I do without your love? Baby,"
I'm Still In Love With You,Sooo,PERSON,1997.0,this wrong? I know that it makes me happy To be in love with you Sooo I'm still the man for you And I'm still
Invisible Man,Baby,PERSON,1997.0,man You don't see me girl But I love you Yes I love you The invisible man Hoh hoh hoh The invisible man Baby baby
Not Tonight,Horace Brown Tryin',ORG,1997.0,"way you seein' me is if you eatin' me Downtown, taste my love like Horace Brown Tryin' to impress me with your 5 G stones"
